,index,
103,300746 CH Equity,1.0
104,300748 CH Equity,1.0
105,300749 CH Equity,1.0
106,300755 CH Equity,-1.0
107,300774 CH Equity,1.0
108,300801 CH Equity,1.0
109,300819 CH Equity,2.0
110,300837 CH Equity,1.0
111,300865 CH Equity,1.0
112,300901 CH Equity,2.0
113,300907 CH Equity,1.0
114,300948 CH Equity,1.0
115,300950 CH Equity,1.0
116,300955 CH Equity,1.0
117,300956 CH Equity,1.0
118,300994 CH Equity,1.0
119,301010 CH Equity,1.0
120,301020 CH Equity,1.0
121,301036 CH Equity,1.0
122,301069 CH Equity,1.0
123,301073 CH Equity,-1.0
124,301086 CH Equity,1.0
125,301102 CH Equity,-1.0
126,301116 CH Equity,-1.0
127,301122 CH Equity,1.0
128,301126 CH Equity,1.0
129,301188 CH Equity,1.0
130,301228 CH Equity,1.0
131,301279 CH Equity,1.0
132,600063 CH Equity,1.0
133,600132 CH Equity,-1.0
134,600158 CH Equity,1.0
135,600159 CH Equity,2.0
136,600201 CH Equity,1.0
137,600212 CH Equity,1.0
138,600249 CH Equity,-1.0
139,600319 CH Equity,1.0
140,600322 CH Equity,2.0
141,600363 CH Equity,1.0
142,600421 CH Equity,1.0
143,600433 CH Equity,1.0
144,600475 CH Equity,1.0
145,600478 CH Equity,1.0
146,600479 CH Equity,-1.0
147,600502 CH Equity,1.0
148,600525 CH Equity,1.0
149,600557 CH Equity,1.0
150,600568 CH Equity,-1.0
151,600580 CH Equity,1.0
152,600596 CH Equity,1.0
153,600685 CH Equity,1.0
154,600717 CH Equity,1.0
155,600721 CH Equity,1.0
156,600728 CH Equity,1.0
157,600764 CH Equity,1.0
158,600774 CH Equity,1.0
159,600777 CH Equity,1.0
160,600798 CH Equity,1.0
161,600835 CH Equity,1.0
162,600872 CH Equity,1.0
163,600879 CH Equity,1.0
164,600917 CH Equity,1.0
165,600956 CH Equity,1.0
166,600963 CH Equity,1.0
167,600970 CH Equity,1.0
168,600975 CH Equity,1.0
169,601007 CH Equity,-1.0
170,601021 CH Equity,-1.0
171,601179 CH Equity,1.0
172,601198 CH Equity,1.0
173,601518 CH Equity,2.0
174,601606 CH Equity,1.0
175,601608 CH Equity,1.0
176,601611 CH Equity,1.0
177,601616 CH Equity,1.0
178,601686 CH Equity,1.0
179,601800 CH Equity,1.0
180,601868 CH Equity,1.0
181,601966 CH Equity,1.0
182,601992 CH Equity,2.0
183,603017 CH Equity,1.0
184,603058 CH Equity,1.0
185,603080 CH Equity,1.0
186,603129 CH Equity,1.0
187,603136 CH Equity,1.0
188,603161 CH Equity,1.0
189,603176 CH Equity,1.0
190,603239 CH Equity,1.0
191,603301 CH Equity,1.0
192,603337 CH Equity,1.0
193,603338 CH Equity,1.0
194,603339 CH Equity,1.0
195,603466 CH Equity,1.0
196,603489 CH Equity,1.0
197,603506 CH Equity,1.0
198,603585 CH Equity,1.0
199,603600 CH Equity,1.0
200,603610 CH Equity,1.0
201,603611 CH Equity,1.0
202,603630 CH Equity,-1.0
203,603681 CH Equity,1.0
204,603688 CH Equity,-1.0
205,603700 CH Equity,-1.0
206,603717 CH Equity,1.0
207,603848 CH Equity,-1.0
208,603855 CH Equity,1.0
209,603938 CH Equity,1.0
210,603987 CH Equity,1.0
211,605008 CH Equity,-1.0
212,605099 CH Equity,1.0
213,605199 CH Equity,1.0
214,605339 CH Equity,-1.0
215,605500 CH Equity,1.0
216,688019 CH Equity,1.0
217,688037 CH Equity,1.0
218,688070 CH Equity,1.0
219,688108 CH Equity,1.0
220,688151 CH Equity,1.0
221,688163 CH Equity,1.0
222,688186 CH Equity,1.0
223,688196 CH Equity,1.0
224,688268 CH Equity,1.0
225,688285 CH Equity,1.0
226,688350 CH Equity,1.0
227,688395 CH Equity,1.0
228,688398 CH Equity,1.0
229,688505 CH Equity,1.0
230,688511 CH Equity,1.0
231,688521 CH Equity,1.0
232,688569 CH Equity,1.0
233,688578 CH Equity,1.0
234,688682 CH Equity,1.0
