,index,
126,301029 CH Equity,1.0
127,301071 CH Equity,1.0
128,301073 CH Equity,-1.0
129,301087 CH Equity,-1.0
130,301088 CH Equity,1.0
131,301103 CH Equity,1.0
132,301122 CH Equity,1.0
133,301162 CH Equity,1.0
134,301206 CH Equity,-1.0
135,600029 CH Equity,-1.0
136,600077 CH Equity,1.0
137,600080 CH Equity,1.0
138,600119 CH Equity,1.0
139,600128 CH Equity,1.0
140,600130 CH Equity,1.0
141,600131 CH Equity,1.0
142,600152 CH Equity,1.0
143,600236 CH Equity,1.0
144,600239 CH Equity,1.0
145,600251 CH Equity,1.0
146,600272 CH Equity,-1.0
147,600277 CH Equity,-1.0
148,600366 CH Equity,1.0
149,600380 CH Equity,1.0
150,600448 CH Equity,1.0
151,600462 CH Equity,1.0
152,600467 CH Equity,1.0
153,600479 CH Equity,1.0
154,600498 CH Equity,1.0
155,600513 CH Equity,1.0
156,600540 CH Equity,1.0
157,600577 CH Equity,1.0
158,600626 CH Equity,-1.0
159,600655 CH Equity,1.0
160,600664 CH Equity,1.0
161,600668 CH Equity,1.0
162,600681 CH Equity,1.0
163,600693 CH Equity,1.0
164,600698 CH Equity,1.0
165,600713 CH Equity,1.0
166,600727 CH Equity,1.0
167,600733 CH Equity,1.0
168,600759 CH Equity,1.0
169,600773 CH Equity,1.0
170,600778 CH Equity,1.0
171,600780 CH Equity,1.0
172,600789 CH Equity,1.0
173,600848 CH Equity,1.0
174,600884 CH Equity,1.0
175,600898 CH Equity,1.0
176,600988 CH Equity,1.0
177,601318 CH Equity,1.0
178,601366 CH Equity,1.0
179,601519 CH Equity,1.0
180,601702 CH Equity,1.0
181,601728 CH Equity,1.0
182,603007 CH Equity,1.0
183,603055 CH Equity,-1.0
184,603086 CH Equity,-1.0
185,603128 CH Equity,1.0
186,603199 CH Equity,-1.0
187,603213 CH Equity,1.0
188,603233 CH Equity,1.0
189,603267 CH Equity,1.0
190,603283 CH Equity,1.0
191,603329 CH Equity,1.0
192,603333 CH Equity,-1.0
193,603363 CH Equity,1.0
194,603367 CH Equity,1.0
195,603368 CH Equity,1.0
196,603390 CH Equity,1.0
197,603393 CH Equity,1.0
198,603399 CH Equity,1.0
199,603477 CH Equity,1.0
200,603508 CH Equity,-1.0
201,603556 CH Equity,-1.0
202,603628 CH Equity,1.0
203,603659 CH Equity,1.0
204,603680 CH Equity,1.0
205,603703 CH Equity,1.0
206,603786 CH Equity,1.0
207,603799 CH Equity,1.0
208,603817 CH Equity,1.0
209,603867 CH Equity,-1.0
210,603936 CH Equity,1.0
211,605003 CH Equity,1.0
212,605060 CH Equity,-1.0
213,605068 CH Equity,1.0
214,605169 CH Equity,1.0
215,605180 CH Equity,1.0
216,605199 CH Equity,1.0
217,605296 CH Equity,1.0
218,605388 CH Equity,-1.0
219,688009 CH Equity,1.0
220,688033 CH Equity,1.0
221,688212 CH Equity,1.0
222,688220 CH Equity,1.0
223,688259 CH Equity,1.0
224,688281 CH Equity,-1.0
225,688508 CH Equity,1.0
226,688513 CH Equity,1.0
227,688598 CH Equity,1.0
228,688696 CH Equity,1.0
229,688733 CH Equity,1.0
230,688766 CH Equity,1.0
