,index,
159,600036 CH Equity,1.0
160,600066 CH Equity,-1.0
161,600088 CH Equity,-1.0
162,600120 CH Equity,-1.0
163,600152 CH Equity,-1.0
164,600158 CH Equity,-1.0
165,600159 CH Equity,-1.0
166,600168 CH Equity,1.0
167,600203 CH Equity,-1.0
168,600267 CH Equity,1.0
169,600271 CH Equity,-1.0
170,600272 CH Equity,1.0
171,600322 CH Equity,-1.0
172,600381 CH Equity,-1.0
173,600410 CH Equity,-1.0
174,600552 CH Equity,-1.0
175,600615 CH Equity,-1.0
176,600622 CH Equity,-1.0
177,600640 CH Equity,-1.0
178,600641 CH Equity,-1.0
179,600667 CH Equity,-1.0
180,600675 CH Equity,-1.0
181,600678 CH Equity,-1.0
182,600686 CH Equity,1.0
183,600707 CH Equity,-1.0
184,600708 CH Equity,-1.0
185,600715 CH Equity,-1.0
186,600718 CH Equity,-1.0
187,600751 CH Equity,1.0
188,600756 CH Equity,-1.0
189,600757 CH Equity,-1.0
190,600797 CH Equity,-1.0
191,600804 CH Equity,-1.0
192,600823 CH Equity,-1.0
193,600833 CH Equity,1.0
194,600892 CH Equity,-1.0
195,600919 CH Equity,-1.0
196,600990 CH Equity,-1.0
197,601518 CH Equity,-1.0
198,601778 CH Equity,-1.0
199,601811 CH Equity,-1.0
200,601888 CH Equity,1.0
201,601900 CH Equity,-1.0
202,601965 CH Equity,-1.0
203,601975 CH Equity,-1.0
204,603003 CH Equity,-1.0
205,603005 CH Equity,-1.0
206,603009 CH Equity,1.0
207,603042 CH Equity,-1.0
208,603106 CH Equity,-1.0
209,603127 CH Equity,-1.0
210,603128 CH Equity,-1.0
211,603178 CH Equity,-1.0
212,603289 CH Equity,-1.0
213,603328 CH Equity,-1.0
214,603519 CH Equity,-1.0
215,603533 CH Equity,-1.0
216,603611 CH Equity,1.0
217,603687 CH Equity,-1.0
218,603803 CH Equity,-1.0
219,603828 CH Equity,-1.0
220,603888 CH Equity,-1.0
221,603890 CH Equity,-1.0
222,603978 CH Equity,-1.0
223,605005 CH Equity,-1.0
224,605118 CH Equity,-1.0
225,605208 CH Equity,-1.0
226,605268 CH Equity,-1.0
227,605319 CH Equity,-1.0
228,605358 CH Equity,-1.0
229,688019 CH Equity,-1.0
230,688028 CH Equity,-1.0
231,688055 CH Equity,-1.0
232,688067 CH Equity,-1.0
233,688078 CH Equity,-1.0
234,688112 CH Equity,-1.0
235,688127 CH Equity,-1.0
236,688158 CH Equity,1.0
237,688159 CH Equity,-1.0
238,688191 CH Equity,-1.0
239,688220 CH Equity,-1.0
240,688225 CH Equity,1.0
241,688227 CH Equity,1.0
242,688233 CH Equity,-1.0
243,688234 CH Equity,-1.0
244,688258 CH Equity,-1.0
245,688280 CH Equity,-1.0
246,688383 CH Equity,-1.0
247,688521 CH Equity,-1.0
248,688550 CH Equity,-1.0
249,688560 CH Equity,1.0
250,688568 CH Equity,-1.0
251,688579 CH Equity,1.0
252,688609 CH Equity,-1.0
253,688681 CH Equity,-1.0
254,688685 CH Equity,-1.0
