,index,
58,300213 CH Equity,-1.0
59,300219 CH Equity,-1.0
60,300222 CH Equity,-1.0
61,300283 CH Equity,-1.0
62,300319 CH Equity,-1.0
63,300320 CH Equity,-1.0
64,300331 CH Equity,-1.0
65,300337 CH Equity,-1.0
66,300351 CH Equity,-1.0
67,300402 CH Equity,-1.0
68,300405 CH Equity,-1.0
69,300410 CH Equity,-1.0
70,300420 CH Equity,-1.0
71,300450 CH Equity,-1.0
72,300456 CH Equity,-1.0
73,300466 CH Equity,-1.0
74,300473 CH Equity,-1.0
75,300478 CH Equity,-1.0
76,300508 CH Equity,-1.0
77,300528 CH Equity,-1.0
78,300533 CH Equity,-1.0
79,300537 CH Equity,-1.0
80,300587 CH Equity,-1.0
81,300602 CH Equity,-1.0
82,300611 CH Equity,-1.0
83,300647 CH Equity,-1.0
84,300670 CH Equity,-1.0
85,300684 CH Equity,-1.0
86,300697 CH Equity,-1.0
87,300700 CH Equity,-1.0
88,300712 CH Equity,-1.0
89,300716 CH Equity,-1.0
90,300718 CH Equity,-1.0
91,300720 CH Equity,-1.0
92,300725 CH Equity,-1.0
93,300758 CH Equity,-1.0
94,300763 CH Equity,-1.0
95,300777 CH Equity,-1.0
96,300780 CH Equity,-1.0
97,300847 CH Equity,-1.0
98,300917 CH Equity,-1.0
99,300928 CH Equity,-1.0
100,300939 CH Equity,-1.0
101,300968 CH Equity,-1.0
102,300984 CH Equity,-1.0
103,301003 CH Equity,-1.0
104,301017 CH Equity,-1.0
105,301049 CH Equity,-1.0
106,301196 CH Equity,-1.0
107,301229 CH Equity,-1.0
108,600059 CH Equity,-1.0
109,600111 CH Equity,-1.0
110,600239 CH Equity,-1.0
111,600302 CH Equity,-1.0
112,600355 CH Equity,-1.0
113,600508 CH Equity,-1.0
114,600511 CH Equity,1.0
115,600515 CH Equity,-1.0
116,600577 CH Equity,-1.0
117,600603 CH Equity,-1.0
118,600759 CH Equity,-1.0
119,600807 CH Equity,-1.0
120,600847 CH Equity,-1.0
121,600880 CH Equity,-1.0
122,600905 CH Equity,-1.0
123,601236 CH Equity,-1.0
124,601865 CH Equity,-1.0
125,601877 CH Equity,-1.0
126,601958 CH Equity,-1.0
127,603011 CH Equity,-1.0
128,603026 CH Equity,-1.0
129,603187 CH Equity,-1.0
130,603259 CH Equity,-1.0
131,603396 CH Equity,-1.0
132,603505 CH Equity,-1.0
133,603612 CH Equity,-1.0
134,603799 CH Equity,-1.0
135,603810 CH Equity,-1.0
136,603895 CH Equity,-1.0
137,603901 CH Equity,-1.0
138,603959 CH Equity,-1.0
139,603989 CH Equity,-1.0
140,688002 CH Equity,-1.0
141,688011 CH Equity,-1.0
142,688033 CH Equity,-1.0
143,688063 CH Equity,-1.0
144,688075 CH Equity,-1.0
145,688116 CH Equity,-1.0
146,688153 CH Equity,-1.0
147,688190 CH Equity,-1.0
148,688191 CH Equity,-1.0
149,688195 CH Equity,-1.0
150,688209 CH Equity,-1.0
151,688215 CH Equity,-1.0
152,688238 CH Equity,-1.0
153,688360 CH Equity,-1.0
154,688395 CH Equity,-1.0
155,688499 CH Equity,-1.0
156,688550 CH Equity,-1.0
157,688556 CH Equity,-1.0
158,688630 CH Equity,-1.0
159,688685 CH Equity,-1.0
160,688772 CH Equity,-1.0
