,index,
78,300656 CH Equity,1.0
79,300677 CH Equity,1.0
80,300724 CH Equity,-1.0
81,300789 CH Equity,1.0
82,300854 CH Equity,1.0
83,300871 CH Equity,1.0
84,300887 CH Equity,1.0
85,300915 CH Equity,-1.0
86,300916 CH Equity,1.0
87,300942 CH Equity,1.0
88,300961 CH Equity,1.0
89,301045 CH Equity,1.0
90,301089 CH Equity,1.0
91,301133 CH Equity,1.0
92,301201 CH Equity,1.0
93,600057 CH Equity,1.0
94,600089 CH Equity,1.0
95,600192 CH Equity,1.0
96,600227 CH Equity,-1.0
97,600277 CH Equity,1.0
98,600293 CH Equity,1.0
99,600299 CH Equity,1.0
100,600308 CH Equity,1.0
101,600328 CH Equity,1.0
102,600333 CH Equity,1.0
103,600359 CH Equity,-1.0
104,600361 CH Equity,-1.0
105,600382 CH Equity,1.0
106,600408 CH Equity,1.0
107,600466 CH Equity,2.0
108,600476 CH Equity,1.0
109,600509 CH Equity,1.0
110,600517 CH Equity,1.0
111,600543 CH Equity,-1.0
112,600550 CH Equity,1.0
113,600566 CH Equity,1.0
114,600583 CH Equity,1.0
115,600606 CH Equity,-1.0
116,600617 CH Equity,1.0
117,600644 CH Equity,-1.0
118,600645 CH Equity,1.0
119,600666 CH Equity,-1.0
120,600684 CH Equity,-1.0
121,600689 CH Equity,-1.0
122,600734 CH Equity,2.0
123,600740 CH Equity,1.0
124,600803 CH Equity,1.0
125,600825 CH Equity,1.0
126,600844 CH Equity,1.0
127,600926 CH Equity,-1.0
128,600979 CH Equity,1.0
129,600997 CH Equity,1.0
130,601069 CH Equity,1.0
131,601118 CH Equity,1.0
132,601156 CH Equity,2.0
133,601609 CH Equity,1.0
134,601968 CH Equity,1.0
135,601975 CH Equity,2.0
136,601990 CH Equity,1.0
137,601991 CH Equity,1.0
138,603010 CH Equity,1.0
139,603033 CH Equity,1.0
140,603068 CH Equity,1.0
141,603108 CH Equity,1.0
142,603113 CH Equity,1.0
143,603155 CH Equity,1.0
144,603256 CH Equity,1.0
145,603299 CH Equity,1.0
146,603311 CH Equity,1.0
147,603379 CH Equity,-1.0
148,603380 CH Equity,1.0
149,603535 CH Equity,1.0
150,603577 CH Equity,1.0
151,603601 CH Equity,1.0
152,603661 CH Equity,1.0
153,603683 CH Equity,1.0
154,603759 CH Equity,1.0
155,603901 CH Equity,1.0
156,603916 CH Equity,-1.0
157,603919 CH Equity,-1.0
158,603948 CH Equity,1.0
159,603963 CH Equity,-1.0
160,605066 CH Equity,1.0
161,605128 CH Equity,-1.0
162,605166 CH Equity,1.0
163,688030 CH Equity,1.0
164,688062 CH Equity,1.0
165,688075 CH Equity,1.0
166,688087 CH Equity,1.0
167,688179 CH Equity,1.0
168,688208 CH Equity,1.0
169,688269 CH Equity,1.0
170,688302 CH Equity,1.0
171,688317 CH Equity,1.0
172,688501 CH Equity,-1.0
173,688565 CH Equity,1.0
174,688575 CH Equity,1.0
175,688660 CH Equity,1.0
