,index,
79,300174 CH Equity,1.0
80,300177 CH Equity,1.0
81,300219 CH Equity,1.0
82,300231 CH Equity,1.0
83,300232 CH Equity,1.0
84,300236 CH Equity,1.0
85,300241 CH Equity,1.0
86,300259 CH Equity,1.0
87,300260 CH Equity,1.0
88,300265 CH Equity,1.0
89,300286 CH Equity,1.0
90,300296 CH Equity,1.0
91,300304 CH Equity,1.0
92,300310 CH Equity,1.0
93,300311 CH Equity,1.0
94,300319 CH Equity,1.0
95,300333 CH Equity,1.0
96,300376 CH Equity,1.0
97,300378 CH Equity,1.0
98,300381 CH Equity,1.0
99,300399 CH Equity,1.0
100,300445 CH Equity,1.0
101,300455 CH Equity,1.0
102,300457 CH Equity,1.0
103,300459 CH Equity,1.0
104,300494 CH Equity,1.0
105,300513 CH Equity,1.0
106,300523 CH Equity,1.0
107,300545 CH Equity,1.0
108,300562 CH Equity,-1.0
109,300563 CH Equity,1.0
110,300577 CH Equity,-1.0
111,300625 CH Equity,1.0
112,300627 CH Equity,1.0
113,300655 CH Equity,1.0
114,300670 CH Equity,1.0
115,300674 CH Equity,1.0
116,300708 CH Equity,1.0
117,300726 CH Equity,1.0
118,300731 CH Equity,1.0
119,300738 CH Equity,1.0
120,300768 CH Equity,1.0
121,300807 CH Equity,1.0
122,300820 CH Equity,1.0
123,300822 CH Equity,1.0
124,300830 CH Equity,1.0
125,300836 CH Equity,1.0
126,300841 CH Equity,1.0
127,300843 CH Equity,1.0
128,300870 CH Equity,1.0
129,300882 CH Equity,1.0
130,300901 CH Equity,2.0
131,300912 CH Equity,1.0
132,300913 CH Equity,1.0
133,300920 CH Equity,1.0
134,300921 CH Equity,1.0
135,300930 CH Equity,1.0
136,300952 CH Equity,1.0
137,300960 CH Equity,1.0
138,300963 CH Equity,1.0
139,300968 CH Equity,1.0
140,300977 CH Equity,1.0
141,301041 CH Equity,1.0
142,301136 CH Equity,1.0
143,301169 CH Equity,1.0
144,301180 CH Equity,1.0
145,301182 CH Equity,1.0
146,301186 CH Equity,1.0
147,301213 CH Equity,1.0
148,600011 CH Equity,1.0
149,600033 CH Equity,-1.0
150,600066 CH Equity,1.0
151,600088 CH Equity,1.0
152,600120 CH Equity,1.0
153,600152 CH Equity,-1.0
154,600158 CH Equity,1.0
155,600159 CH Equity,-1.0
156,600203 CH Equity,1.0
157,600271 CH Equity,1.0
158,600322 CH Equity,-1.0
159,600376 CH Equity,-1.0
160,600381 CH Equity,-1.0
161,600410 CH Equity,1.0
162,600552 CH Equity,1.0
163,600615 CH Equity,1.0
164,600622 CH Equity,-1.0
165,600626 CH Equity,2.0
166,600640 CH Equity,1.0
167,600641 CH Equity,1.0
168,600667 CH Equity,1.0
169,600675 CH Equity,-1.0
170,600678 CH Equity,1.0
171,600707 CH Equity,1.0
172,600708 CH Equity,-1.0
173,600715 CH Equity,1.0
174,600718 CH Equity,1.0
175,600756 CH Equity,1.0
176,600757 CH Equity,1.0
177,600797 CH Equity,1.0
178,600804 CH Equity,1.0
179,600823 CH Equity,-1.0
180,600892 CH Equity,1.0
181,600919 CH Equity,-1.0
182,600990 CH Equity,1.0
183,601518 CH Equity,-1.0
184,601778 CH Equity,-1.0
185,601811 CH Equity,1.0
186,601900 CH Equity,1.0
187,601965 CH Equity,1.0
188,601975 CH Equity,-1.0
189,603003 CH Equity,1.0
190,603005 CH Equity,1.0
191,603042 CH Equity,1.0
192,603106 CH Equity,1.0
193,603127 CH Equity,-1.0
194,603128 CH Equity,-1.0
195,603178 CH Equity,1.0
196,603289 CH Equity,1.0
197,603328 CH Equity,1.0
198,603519 CH Equity,1.0
199,603533 CH Equity,1.0
200,603687 CH Equity,1.0
201,603803 CH Equity,1.0
202,603828 CH Equity,1.0
203,603888 CH Equity,1.0
204,603890 CH Equity,1.0
205,603978 CH Equity,1.0
206,605005 CH Equity,1.0
207,605118 CH Equity,1.0
208,605208 CH Equity,1.0
209,605268 CH Equity,1.0
210,605319 CH Equity,1.0
211,605358 CH Equity,1.0
212,688019 CH Equity,1.0
213,688028 CH Equity,1.0
214,688055 CH Equity,1.0
215,688067 CH Equity,1.0
216,688078 CH Equity,1.0
217,688112 CH Equity,1.0
218,688127 CH Equity,1.0
219,688159 CH Equity,1.0
220,688181 CH Equity,2.0
221,688191 CH Equity,1.0
222,688220 CH Equity,-1.0
223,688233 CH Equity,1.0
224,688234 CH Equity,1.0
225,688258 CH Equity,1.0
226,688280 CH Equity,1.0
227,688383 CH Equity,1.0
228,688521 CH Equity,1.0
229,688550 CH Equity,1.0
230,688568 CH Equity,1.0
231,688609 CH Equity,1.0
232,688681 CH Equity,1.0
233,688685 CH Equity,1.0
