,index,
179,603639 CH Equity,2.0
180,603667 CH Equity,2.0
181,603683 CH Equity,1.0
182,603717 CH Equity,-1.0
183,603719 CH Equity,-1.0
184,603722 CH Equity,-1.0
185,603726 CH Equity,-1.0
186,603757 CH Equity,1.0
187,603823 CH Equity,1.0
188,603897 CH Equity,1.0
189,603988 CH Equity,1.0
190,605069 CH Equity,-1.0
191,605099 CH Equity,1.0
192,605122 CH Equity,-1.0
193,605158 CH Equity,-1.0
194,605399 CH Equity,1.0
195,688028 CH Equity,1.0
196,688067 CH Equity,-1.0
197,688087 CH Equity,1.0
198,688116 CH Equity,-1.0
199,688305 CH Equity,-1.0
200,688386 CH Equity,1.0
201,688390 CH Equity,1.0
202,688408 CH Equity,1.0
203,688425 CH Equity,-1.0
204,688585 CH Equity,-1.0
205,688597 CH Equity,-1.0
206,688778 CH Equity,1.0
