,index,
56,002539 CH Equity,1.0
57,002543 CH Equity,1.0
58,002583 CH Equity,1.0
59,002585 CH Equity,1.0
60,002606 CH Equity,1.0
61,002610 CH Equity,1.0
62,002624 CH Equity,1.0
63,002645 CH Equity,1.0
64,002673 CH Equity,1.0
65,002745 CH Equity,-1.0
66,002765 CH Equity,1.0
67,002810 CH Equity,1.0
68,002815 CH Equity,1.0
69,002841 CH Equity,1.0
70,002879 CH Equity,1.0
71,002886 CH Equity,1.0
72,002902 CH Equity,1.0
73,002913 CH Equity,1.0
74,002916 CH Equity,1.0
75,002940 CH Equity,1.0
76,002979 CH Equity,1.0
77,002983 CH Equity,1.0
78,002993 CH Equity,1.0
79,003019 CH Equity,1.0
80,003026 CH Equity,1.0
81,003035 CH Equity,1.0
82,300007 CH Equity,1.0
83,300029 CH Equity,1.0
84,300033 CH Equity,1.0
85,300046 CH Equity,1.0
86,300100 CH Equity,1.0
87,300145 CH Equity,1.0
88,300220 CH Equity,1.0
89,300232 CH Equity,1.0
90,300241 CH Equity,1.0
91,300255 CH Equity,1.0
92,300260 CH Equity,1.0
93,300279 CH Equity,1.0
94,300323 CH Equity,1.0
95,300346 CH Equity,1.0
96,300354 CH Equity,1.0
97,300377 CH Equity,1.0
98,300384 CH Equity,1.0
99,300445 CH Equity,1.0
100,300472 CH Equity,1.0
101,300486 CH Equity,1.0
102,300490 CH Equity,1.0
103,300500 CH Equity,1.0
104,300504 CH Equity,1.0
105,300507 CH Equity,1.0
106,300510 CH Equity,1.0
107,300527 CH Equity,1.0
108,300560 CH Equity,1.0
109,300576 CH Equity,1.0
110,300590 CH Equity,1.0
111,300604 CH Equity,1.0
112,300606 CH Equity,1.0
113,300611 CH Equity,1.0
114,300615 CH Equity,1.0
115,300623 CH Equity,1.0
116,300628 CH Equity,1.0
117,300629 CH Equity,1.0
118,300638 CH Equity,1.0
119,300650 CH Equity,2.0
120,300655 CH Equity,1.0
121,300671 CH Equity,1.0
122,300684 CH Equity,1.0
123,300703 CH Equity,1.0
124,300708 CH Equity,2.0
125,300718 CH Equity,-1.0
126,300739 CH Equity,1.0
127,300745 CH Equity,1.0
128,300772 CH Equity,1.0
129,300790 CH Equity,1.0
130,300801 CH Equity,1.0
131,300818 CH Equity,1.0
132,300819 CH Equity,2.0
133,300821 CH Equity,1.0
134,300837 CH Equity,1.0
135,300852 CH Equity,1.0
136,300856 CH Equity,1.0
137,300866 CH Equity,1.0
138,300868 CH Equity,1.0
139,300873 CH Equity,1.0
140,300903 CH Equity,2.0
141,300930 CH Equity,1.0
142,300932 CH Equity,1.0
143,300936 CH Equity,1.0
144,300938 CH Equity,1.0
145,300939 CH Equity,1.0
146,301010 CH Equity,1.0
147,301022 CH Equity,1.0
148,301036 CH Equity,1.0
149,301047 CH Equity,1.0
150,301049 CH Equity,1.0
151,301068 CH Equity,1.0
152,301119 CH Equity,1.0
153,301123 CH Equity,1.0
154,301135 CH Equity,1.0
155,301179 CH Equity,1.0
156,301226 CH Equity,1.0
157,600072 CH Equity,1.0
158,600167 CH Equity,2.0
159,600171 CH Equity,1.0
160,600183 CH Equity,1.0
161,600237 CH Equity,1.0
162,600276 CH Equity,1.0
163,600356 CH Equity,1.0
164,600410 CH Equity,1.0
165,600478 CH Equity,1.0
166,600550 CH Equity,1.0
167,600580 CH Equity,1.0
168,600588 CH Equity,1.0
169,600621 CH Equity,1.0
170,600636 CH Equity,1.0
171,600648 CH Equity,2.0
172,600688 CH Equity,1.0
173,600743 CH Equity,2.0
174,600756 CH Equity,1.0
175,600770 CH Equity,1.0
176,600773 CH Equity,1.0
177,600805 CH Equity,1.0
178,600959 CH Equity,1.0
179,601126 CH Equity,1.0
180,601198 CH Equity,1.0
181,601218 CH Equity,1.0
182,601226 CH Equity,1.0
183,601528 CH Equity,1.0
184,601717 CH Equity,1.0
185,601908 CH Equity,1.0
186,601966 CH Equity,1.0
187,603003 CH Equity,1.0
188,603005 CH Equity,1.0
189,603067 CH Equity,1.0
190,603068 CH Equity,1.0
191,603087 CH Equity,1.0
192,603111 CH Equity,1.0
193,603150 CH Equity,1.0
194,603260 CH Equity,1.0
195,603266 CH Equity,2.0
196,603297 CH Equity,1.0
197,603320 CH Equity,1.0
198,603327 CH Equity,1.0
199,603328 CH Equity,1.0
200,603331 CH Equity,1.0
201,603366 CH Equity,1.0
202,603379 CH Equity,2.0
203,603386 CH Equity,1.0
204,603408 CH Equity,1.0
205,603421 CH Equity,1.0
206,603515 CH Equity,1.0
207,603567 CH Equity,1.0
208,603577 CH Equity,1.0
209,603615 CH Equity,-1.0
210,603618 CH Equity,1.0
211,603766 CH Equity,1.0
212,603859 CH Equity,1.0
213,603861 CH Equity,1.0
214,603906 CH Equity,1.0
215,603915 CH Equity,1.0
216,603918 CH Equity,1.0
217,603936 CH Equity,1.0
218,603989 CH Equity,1.0
219,605016 CH Equity,1.0
220,605058 CH Equity,1.0
221,605122 CH Equity,1.0
222,605196 CH Equity,1.0
223,605366 CH Equity,1.0
224,688022 CH Equity,1.0
225,688055 CH Equity,1.0
226,688065 CH Equity,1.0
227,688106 CH Equity,2.0
228,688110 CH Equity,1.0
229,688129 CH Equity,1.0
230,688135 CH Equity,1.0
231,688138 CH Equity,1.0
232,688150 CH Equity,1.0
233,688167 CH Equity,1.0
234,688173 CH Equity,1.0
235,688181 CH Equity,2.0
236,688183 CH Equity,1.0
237,688206 CH Equity,1.0
238,688233 CH Equity,1.0
239,688258 CH Equity,1.0
240,688259 CH Equity,1.0
241,688289 CH Equity,1.0
242,688395 CH Equity,1.0
243,688466 CH Equity,1.0
244,688528 CH Equity,1.0
245,688529 CH Equity,1.0
246,688565 CH Equity,1.0
247,688589 CH Equity,1.0
248,688595 CH Equity,1.0
249,688601 CH Equity,1.0
250,688616 CH Equity,1.0
251,688655 CH Equity,1.0
252,688662 CH Equity,1.0
253,688681 CH Equity,1.0
254,688722 CH Equity,1.0
255,688733 CH Equity,1.0
