,174
002609 CH Equity,1.0
002610 CH Equity,-1.0
002611 CH Equity,1.0
002620 CH Equity,-1.0
002625 CH Equity,-1.0
002630 CH Equity,1.0
002649 CH Equity,1.0
002653 CH Equity,1.0
002664 CH Equity,1.0
002665 CH Equity,-1.0
002669 CH Equity,1.0
002670 CH Equity,1.0
002676 CH Equity,1.0
002682 CH Equity,-1.0
002688 CH Equity,1.0
002690 CH Equity,-1.0
002701 CH Equity,-1.0
002707 CH Equity,1.0
002721 CH Equity,-1.0
002729 CH Equity,1.0
002737 CH Equity,-1.0
002738 CH Equity,1.0
002747 CH Equity,1.0
002756 CH Equity,1.0
002761 CH Equity,1.0
002775 CH Equity,-1.0
002803 CH Equity,1.0
002847 CH Equity,-1.0
002859 CH Equity,-1.0
002877 CH Equity,1.0
002878 CH Equity,-1.0
002887 CH Equity,1.0
002916 CH Equity,-1.0
002922 CH Equity,-1.0
002926 CH Equity,1.0
002927 CH Equity,-1.0
002933 CH Equity,1.0
002937 CH Equity,1.0
002938 CH Equity,1.0
002939 CH Equity,1.0
002948 CH Equity,1.0
002967 CH Equity,1.0
002995 CH Equity,1.0
003009 CH Equity,1.0
003013 CH Equity,1.0
003035 CH Equity,-1.0
003043 CH Equity,-1.0
300001 CH Equity,-1.0
300007 CH Equity,-1.0
300012 CH Equity,1.0
300015 CH Equity,1.0
300016 CH Equity,1.0
300020 CH Equity,-1.0
300025 CH Equity,-1.0
300027 CH Equity,1.0
300031 CH Equity,1.0
300034 CH Equity,1.0
300048 CH Equity,1.0
300053 CH Equity,1.0
300086 CH Equity,-1.0
300091 CH Equity,1.0
300101 CH Equity,1.0
300118 CH Equity,-1.0
300123 CH Equity,-1.0
300127 CH Equity,-1.0
300134 CH Equity,1.0
300143 CH Equity,-1.0
300149 CH Equity,1.0
300152 CH Equity,1.0
300170 CH Equity,-1.0
300182 CH Equity,1.0
300207 CH Equity,1.0
300212 CH Equity,1.0
300224 CH Equity,-1.0
300225 CH Equity,-1.0
300257 CH Equity,-1.0
300262 CH Equity,1.0
300272 CH Equity,-1.0
300274 CH Equity,-1.0
300287 CH Equity,1.0
300294 CH Equity,1.0
300296 CH Equity,-1.0
300308 CH Equity,1.0
300313 CH Equity,-1.0
300346 CH Equity,-1.0
300358 CH Equity,1.0
300373 CH Equity,-1.0
300386 CH Equity,-1.0
300390 CH Equity,-1.0
300401 CH Equity,1.0
300409 CH Equity,-1.0
300410 CH Equity,-1.0
300411 CH Equity,1.0
300413 CH Equity,1.0
300428 CH Equity,-1.0
300429 CH Equity,-1.0
300432 CH Equity,1.0
300443 CH Equity,-1.0
300456 CH Equity,-1.0
300457 CH Equity,-1.0
300474 CH Equity,-1.0
300493 CH Equity,1.0
300494 CH Equity,1.0
300502 CH Equity,1.0
300506 CH Equity,-1.0
300510 CH Equity,-1.0
300520 CH Equity,1.0
300550 CH Equity,-1.0
300558 CH Equity,-1.0
300567 CH Equity,-1.0
300569 CH Equity,-1.0
300581 CH Equity,1.0
300593 CH Equity,-1.0
300600 CH Equity,1.0
300604 CH Equity,1.0
300620 CH Equity,1.0
300625 CH Equity,-1.0
300627 CH Equity,1.0
300630 CH Equity,-1.0
300631 CH Equity,1.0
300649 CH Equity,1.0
300656 CH Equity,1.0
300657 CH Equity,-1.0
300679 CH Equity,-1.0
300699 CH Equity,1.0
300701 CH Equity,-1.0
300706 CH Equity,1.0
300709 CH Equity,1.0
300712 CH Equity,-1.0
300726 CH Equity,1.0
300732 CH Equity,-1.0
300740 CH Equity,1.0
300747 CH Equity,-1.0
300748 CH Equity,-1.0
300751 CH Equity,-1.0
300760 CH Equity,-1.0
300763 CH Equity,1.0
300767 CH Equity,1.0
300769 CH Equity,1.0
300775 CH Equity,1.0
300776 CH Equity,-1.0
300811 CH Equity,1.0
300832 CH Equity,1.0
300863 CH Equity,-1.0
300866 CH Equity,-1.0
300867 CH Equity,-1.0
300870 CH Equity,1.0
300875 CH Equity,1.0
300888 CH Equity,-1.0
300891 CH Equity,-1.0
300909 CH Equity,1.0
300917 CH Equity,-1.0
300919 CH Equity,1.0
300922 CH Equity,1.0
300932 CH Equity,1.0
300943 CH Equity,1.0
300953 CH Equity,-1.0
300957 CH Equity,1.0
300966 CH Equity,-1.0
300979 CH Equity,1.0
300981 CH Equity,1.0
300982 CH Equity,1.0
300990 CH Equity,-1.0
300992 CH Equity,1.0
300994 CH Equity,1.0
301024 CH Equity,-1.0
301027 CH Equity,1.0
301029 CH Equity,1.0
301032 CH Equity,1.0
301038 CH Equity,1.0
301040 CH Equity,-1.0
301058 CH Equity,1.0
301061 CH Equity,1.0
301062 CH Equity,1.0
301071 CH Equity,1.0
301085 CH Equity,1.0
301092 CH Equity,1.0
301098 CH Equity,1.0
301101 CH Equity,1.0
301103 CH Equity,1.0
301126 CH Equity,-1.0
301127 CH Equity,1.0
301129 CH Equity,1.0
301151 CH Equity,1.0
301153 CH Equity,-1.0
301168 CH Equity,-1.0
301180 CH Equity,1.0
301183 CH Equity,1.0
301196 CH Equity,1.0
301213 CH Equity,1.0
301217 CH Equity,1.0
301237 CH Equity,-1.0
301248 CH Equity,1.0
301268 CH Equity,1.0
600006 CH Equity,-1.0
600026 CH Equity,-1.0
600027 CH Equity,-1.0
600039 CH Equity,-1.0
600048 CH Equity,-1.0
600050 CH Equity,-1.0
600067 CH Equity,-1.0
600089 CH Equity,-1.0
600104 CH Equity,-1.0
600135 CH Equity,-1.0
600141 CH Equity,-1.0
600143 CH Equity,-1.0
600160 CH Equity,-1.0
600167 CH Equity,-1.0
600225 CH Equity,-1.0
600233 CH Equity,-1.0
600279 CH Equity,-1.0
600328 CH Equity,-1.0
600336 CH Equity,-1.0
600337 CH Equity,-1.0
600376 CH Equity,-1.0
600383 CH Equity,-1.0
600388 CH Equity,-1.0
600418 CH Equity,-1.0
600438 CH Equity,-1.0
600459 CH Equity,-1.0
600463 CH Equity,-1.0
600466 CH Equity,-1.0
600482 CH Equity,-1.0
600486 CH Equity,-1.0
600495 CH Equity,-1.0
600498 CH Equity,-1.0
600499 CH Equity,-1.0
600500 CH Equity,-1.0
600521 CH Equity,-1.0
600522 CH Equity,-1.0
600551 CH Equity,-1.0
600569 CH Equity,-1.0
600585 CH Equity,-1.0
600586 CH Equity,-1.0
600599 CH Equity,-1.0
600606 CH Equity,-1.0
600611 CH Equity,-1.0
600635 CH Equity,-1.0
600675 CH Equity,-1.0
600691 CH Equity,-1.0
600703 CH Equity,-1.0
600717 CH Equity,-1.0
600733 CH Equity,-1.0
600742 CH Equity,-1.0
600763 CH Equity,-1.0
600803 CH Equity,-1.0
600834 CH Equity,-1.0
600846 CH Equity,-1.0
600863 CH Equity,-1.0
600876 CH Equity,-1.0
600886 CH Equity,-1.0
600900 CH Equity,-1.0
600905 CH Equity,-1.0
600958 CH Equity,-1.0
600963 CH Equity,-1.0
600968 CH Equity,-1.0
600981 CH Equity,-1.0
601000 CH Equity,-1.0
601001 CH Equity,-1.0
601009 CH Equity,-1.0
601012 CH Equity,-1.0
601038 CH Equity,-1.0
601069 CH Equity,-1.0
601107 CH Equity,-1.0
601155 CH Equity,-1.0
601186 CH Equity,-1.0
601222 CH Equity,-1.0
601225 CH Equity,-1.0
601238 CH Equity,-1.0
601390 CH Equity,-1.0
601615 CH Equity,-1.0
601633 CH Equity,-1.0
601636 CH Equity,-1.0
601666 CH Equity,-1.0
601669 CH Equity,-1.0
601699 CH Equity,-1.0
601838 CH Equity,-1.0
601865 CH Equity,-1.0
601868 CH Equity,-1.0
601872 CH Equity,-1.0
601928 CH Equity,-1.0
601933 CH Equity,-1.0
601991 CH Equity,-1.0
603005 CH Equity,-1.0
603010 CH Equity,-1.0
603029 CH Equity,-1.0
603076 CH Equity,-1.0
603160 CH Equity,-1.0
603166 CH Equity,-1.0
603187 CH Equity,-1.0
603212 CH Equity,-1.0
603279 CH Equity,-1.0
603315 CH Equity,-1.0
603348 CH Equity,-1.0
603385 CH Equity,-1.0
603398 CH Equity,-1.0
603505 CH Equity,-1.0
603507 CH Equity,-1.0
603606 CH Equity,-1.0
603612 CH Equity,-1.0
603628 CH Equity,-1.0
603707 CH Equity,-1.0
603776 CH Equity,-1.0
603789 CH Equity,-1.0
603799 CH Equity,-1.0
603963 CH Equity,-1.0
603990 CH Equity,-1.0
603999 CH Equity,-1.0
605066 CH Equity,-1.0
605111 CH Equity,-1.0
688009 CH Equity,-1.0
688012 CH Equity,-1.0
688049 CH Equity,-1.0
688063 CH Equity,-1.0
688090 CH Equity,-1.0
688106 CH Equity,-1.0
688180 CH Equity,-1.0
688209 CH Equity,-1.0
688234 CH Equity,-1.0
688277 CH Equity,-1.0
688298 CH Equity,-1.0
688300 CH Equity,-1.0
688303 CH Equity,-1.0
688390 CH Equity,-1.0
688393 CH Equity,-1.0
688408 CH Equity,-1.0
688516 CH Equity,-1.0
688529 CH Equity,-1.0
688608 CH Equity,-1.0
688676 CH Equity,-1.0
688772 CH Equity,-1.0
